"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7"
0,17;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,20;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,00;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,00;-12,73;-25,77;-38,36;-51,06;-64,33;-77,23
0,00;-12,73;-25,97;-38,36;-51,26;-64,33;-77,23
0,00;-12,73;-25,97;-38,36;-51,26;-64,33;-77,23
0,00;-12,73;-25,97;-38,36;-51,26;-64,33;-77,23
0,00;-12,73;-25,97;-38,36;-51,26;-64,33;-77,23
-0,03;-12,73;-25,97;-38,36;-51,26;-64,33;-77,23
0,17;-12,73;-25,97;-38,38;-51,23;-64,33;-77,23
0,17;-12,73;-25,97;-38,18;-51,43;-64,36;-77,23
0,17;-12,73;-25,97;-38,18;-51,43;-64,16;-77,23
0,17;-12,73;-25,97;-38,18;-51,43;-64,16;-77,23
0,17;-12,73;-26,00;-38,18;-51,43;-64,16;-77,23
0,17;-12,73;-25,80;-38,18;-51,40;-64,16;-77,25
0,17;-12,73;-25,80;-38,18;-51,60;-64,16;-77,06
0,17;-12,73;-25,80;-38,18;-51,60;-64,16;-77,06
0,14;-12,73;-25,80;-38,18;-51,60;-64,16;-77,06
0,34;-12,73;-25,80;-38,18;-51,60;-64,16;-77,06
0,34;-12,73;-25,83;-38,18;-51,60;-64,16;-77,06
0,34;-12,73;-25,63;-38,18;-51,57;-64,16;-77,06
0,34;-12,73;-25,63;-38,18;-51,77;-64,16;-77,06
0,34;-12,73;-25,63;-38,18;-51,77;-64,16;-77,06
0,31;-12,73;-25,63;-38,18;-51,77;-64,16;-77,06
0,52;-12,73;-25,63;-38,18;-51,77;-64,16;-77,06
0,52;-12,73;-25,63;-38,18;-51,77;-64,16;-77,06
0,52;-12,73;-25,63;-38,18;-51,77;-64,16;-77,06
0,52;-12,73;-25,63;-38,18;-51,77;-64,16;-77,06
0,52;-12,73;-25,66;-38,18;-51,77;-64,16;-77,06
0,52;-12,73;-25,46;-38,18;-51,77;-64,16;-77,06
0,52;-12,73;-25,46;-38,18;-51,77;-64,16;-77,06
0,52;-12,73;-25,46;-38,18;-51,77;-64,16;-77,06
0,52;-12,73;-25,46;-38,18;-51,77;-64,16;-77,06
0,52;-12,73;-25,46;-38,16;-51,77;-64,16;-77,06
0,52;-12,76;-25,46;-38,36;-51,77;-64,16;-77,06
0,52;-12,56;-25,46;-38,36;-51,77;-64,16;-77,06
0,52;-12,56;-25,46;-38,36;-51,80;-64,16;-77,03
0,52;-12,56;-25,46;-38,36;-51,60;-64,16;-77,23
0,52;-12,56;-25,46;-38,36;-51,60;-64,16;-77,23
0,55;-12,56;-25,46;-38,36;-51,60;-64,16;-77,23
0,34;-12,56;-25,46;-38,36;-51,60;-64,16;-77,23
0,34;-12,56;-25,46;-38,36;-51,60;-64,16;-77,23
0,34;-12,56;-25,46;-38,36;-51,63;-64,16;-77,23
0,34;-12,56;-25,46;-38,36;-51,43;-64,16;-77,23
0,34;-12,56;-25,46;-38,36;-51,43;-64,16;-77,23
0,37;-12,56;-25,43;-38,33;-51,43;-64,16;-77,23
0,17;-12,56;-25,63;-38,53;-51,43;-64,13;-77,23
0,17;-12,56;-25,63;-38,53;-51,46;-64,33;-77,23
0,17;-12,56;-25,63;-38,53;-51,26;-64,33;-77,23
0,17;-12,56;-25,63;-38,53;-51,26;-64,33;-77,23
0,17;-12,53;-25,63;-38,53;-51,26;-64,33;-77,23
0,17;-12,73;-25,63;-38,53;-51,26;-64,33;-77,23
0,17;-12,73;-25,63;-38,53;-51,28;-64,33;-77,23
0,17;-12,73;-25,60;-38,53;-51,08;-64,33;-77,23
0,17;-12,73;-25,80;-38,53;-51,08;-64,33;-77,23
0,17;-12,73;-25,80;-38,53;-51,08;-64,33;-77,23
0,17;-12,73;-25,80;-38,53;-51,08;-64,33;-77,23
0,17;-12,73;-25,80;-38,53;-51,08;-64,33;-77,23
0,17;-12,73;-25,80;-38,53;-51,08;-64,33;-77,23
0,17;-12,73;-25,77;-38,53;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,56;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,14;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,34;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,34;-12,73;-26,00;-38,36;-51,08;-64,33;-77,23
0,34;-12,73;-25,80;-38,36;-51,06;-64,33;-77,23
0,34;-12,73;-25,80;-38,36;-51,26;-64,33;-77,23
0,34;-12,73;-25,80;-38,38;-51,26;-64,33;-77,23
0,34;-12,73;-25,80;-38,18;-51,26;-64,33;-77,23
0,34;-12,73;-25,80;-38,18;-51,26;-64,33;-77,23
0,31;-12,73;-25,80;-38,18;-51,26;-64,33;-77,23
0,52;-12,73;-25,80;-38,18;-51,23;-64,33;-77,23
0,52;-12,73;-25,80;-38,18;-51,43;-64,33;-77,23
0,52;-12,73;-25,80;-38,18;-51,43;-64,33;-77,23
0,52;-12,73;-25,80;-38,18;-51,43;-64,33;-77,23
0,52;-12,73;-25,83;-38,18;-51,43;-64,33;-77,23
0,52;-12,73;-25,63;-38,18;-51,40;-64,33;-77,23
0,52;-12,73;-25,63;-38,18;-51,60;-64,33;-77,23
0,52;-12,73;-25,63;-38,18;-51,60;-64,33;-77,23
0,52;-12,73;-25,63;-38,18;-51,60;-64,33;-77,23
0,52;-12,73;-25,63;-38,18;-51,60;-64,33;-77,23
0,52;-12,73;-25,66;-38,18;-51,57;-64,33;-77,23
0,55;-12,73;-25,46;-38,18;-51,77;-64,36;-77,23
0,34;-12,73;-25,46;-38,18;-51,77;-64,16;-77,23
0,34;-12,73;-25,46;-38,18;-51,77;-64,16;-77,23
0,34;-12,73;-25,46;-38,18;-51,77;-64,16;-77,23
0,34;-12,73;-25,46;-38,18;-51,77;-64,16;-77,23
0,34;-12,73;-25,46;-38,18;-51,77;-64,16;-77,23
0,34;-12,76;-25,46;-38,18;-51,77;-64,16;-77,23
0,37;-12,56;-25,46;-38,18;-51,77;-64,16;-77,25
0,17;-12,56;-25,46;-38,16;-51,77;-64,16;-77,06
0,17;-12,56;-25,46;-38,36;-51,77;-64,16;-77,06
0,17;-12,56;-25,46;-38,36;-51,77;-64,16;-77,06
0,17;-12,56;-25,46;-38,36;-51,77;-64,16;-77,06
0,17;-12,56;-25,46;-38,36;-51,77;-64,16;-77,06
0,17;-12,56;-25,46;-38,36;-51,77;-64,16;-77,06
0,17;-12,53;-25,46;-38,36;-51,77;-64,16;-77,06
0,17;-12,73;-25,46;-38,36;-51,77;-64,16;-77,06
0,17;-12,73;-25,43;-38,36;-51,77;-64,16;-77,03
0,17;-12,73;-25,63;-38,36;-51,77;-64,16;-77,23
0,17;-12,73;-25,63;-38,36;-51,80;-64,16;-77,23
0,17;-12,73;-25,63;-38,36;-51,60;-64,16;-77,23
0,17;-12,73;-25,63;-38,33;-51,60;-64,16;-77,23
0,17;-12,73;-25,63;-38,53;-51,60;-64,16;-77,23
0,17;-12,73;-25,60;-38,53;-51,60;-64,16;-77,23
0,17;-12,73;-25,80;-38,53;-51,63;-64,16;-77,23
0,17;-12,73;-25,80;-38,53;-51,43;-64,16;-77,23
0,17;-12,73;-25,80;-38,53;-51,43;-64,16;-77,23
0,17;-12,73;-25,80;-38,53;-51,43;-64,13;-77,23
0,17;-12,73;-25,80;-38,53;-51,43;-64,36;-77,23
0,14;-12,73;-25,80;-38,53;-51,46;-64,13;-77,23
0,34;-12,73;-25,77;-38,53;-51,26;-64,33;-77,23
0,34;-12,73;-25,97;-38,53;-51,26;-64,33;-77,23
0,34;-12,73;-25,97;-38,53;-51,26;-64,33;-77,23
0,34;-12,73;-25,97;-38,53;-51,26;-64,33;-77,23
0,34;-12,73;-25,97;-38,53;-51,26;-64,33;-77,23
0,34;-12,73;-25,97;-38,53;-51,28;-64,33;-77,23
0,34;-12,73;-25,97;-38,53;-51,08;-64,33;-77,23
0,31;-12,73;-25,97;-38,53;-51,08;-64,33;-77,23
0,52;-12,73;-25,97;-38,53;-51,08;-64,33;-77,23
0,52;-12,73;-25,97;-38,56;-51,08;-64,33;-77,23
0,52;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,52;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,52;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,52;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,52;-12,73;-25,97;-38,36;-51,08;-64,33;-77,20
0,52;-12,73;-25,97;-38,36;-51,08;-64,33;-77,43
0,52;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,52;-12,73;-26,00;-38,36;-51,08;-64,33;-77,20
0,52;-12,73;-25,80;-38,36;-51,08;-64,33;-77,40
0,52;-12,73;-25,80;-38,36;-51,06;-64,33;-77,40
0,55;-12,73;-25,80;-38,36;-51,26;-64,33;-77,40
0,34;-12,73;-25,80;-38,36;-51,26;-64,33;-77,43
0,34;-12,73;-25,80;-38,36;-51,26;-64,33;-77,20
0,34;-12,73;-25,80;-38,38;-51,26;-64,33;-77,43
0,34;-12,73;-25,80;-38,18;-51,26;-64,33;-77,23
0,34;-12,73;-25,83;-38,18;-51,26;-64,33;-77,20
0,34;-12,73;-25,63;-38,18;-51,23;-64,33;-77,43
0,34;-12,73;-25,63;-38,18;-51,43;-64,33;-77,23
0,37;-12,76;-25,63;-38,18;-51,43;-64,33;-77,23
0,17;-12,53;-25,63;-38,18;-51,43;-64,33;-77,23
0,17;-12,73;-25,63;-38,18;-51,43;-64,33;-77,23
0,17;-12,73;-25,66;-38,18;-51,40;-64,33;-77,23
0,17;-12,76;-25,46;-38,18;-51,60;-64,33;-77,23
0,17;-12,56;-25,46;-38,18;-51,60;-64,33;-77,23
0,17;-12,56;-25,46;-38,18;-51,60;-64,33;-77,23
0,17;-12,56;-25,46;-38,18;-51,60;-64,33;-77,23
0,17;-12,56;-25,46;-38,18;-51,57;-64,33;-77,23
0,20;-12,56;-25,46;-38,18;-51,77;-64,33;-77,23
0,00;-12,56;-25,46;-38,18;-51,77;-64,33;-77,23
0,00;-12,56;-25,46;-38,18;-51,77;-64,33;-77,23
0,00;-12,56;-25,46;-38,16;-51,77;-64,33;-77,23
0,00;-12,56;-25,46;-38,36;-51,77;-64,33;-77,23
-0,03;-12,53;-25,46;-38,36;-51,77;-64,33;-77,23
0,17;-12,73;-25,46;-38,36;-51,77;-64,33;-77,23
0,17;-12,73;-25,46;-38,36;-51,77;-64,36;-77,23
0,17;-12,73;-25,46;-38,36;-51,77;-64,16;-77,23
0,17;-12,73;-25,46;-38,36;-51,77;-64,16;-77,25
0,17;-12,73;-25,43;-38,36;-51,77;-64,16;-77,06
0,17;-12,73;-25,63;-38,36;-51,77;-64,16;-77,06
0,17;-12,73;-25,63;-38,36;-51,77;-64,16;-77,06
0,14;-12,73;-25,63;-38,36;-51,77;-64,16;-77,06
0,34;-12,73;-25,63;-38,36;-51,77;-64,16;-77,06
0,34;-12,73;-25,60;-38,36;-51,77;-64,16;-77,06
0,34;-12,73;-25,80;-38,33;-51,77;-64,16;-77,06
0,34;-12,73;-25,80;-38,53;-51,77;-64,16;-77,06
0,34;-12,73;-25,80;-38,53;-51,77;-64,16;-77,06
0,34;-12,73;-25,80;-38,53;-51,80;-64,16;-77,06
0,31;-12,73;-25,80;-38,53;-51,60;-64,16;-77,06
0,52;-12,73;-25,80;-38,53;-51,60;-64,16;-77,06
0,52;-12,73;-25,80;-38,53;-51,60;-64,16;-77,06
0,52;-12,73;-25,77;-38,53;-51,60;-64,16;-77,06
0,52;-12,73;-25,97;-38,53;-51,63;-64,16;-77,06
0,52;-12,73;-25,97;-38,53;-51,43;-64,16;-77,06
0,52;-12,73;-25,97;-38,53;-51,43;-64,16;-77,06
0,52;-12,73;-25,97;-38,53;-51,43;-64,16;-77,06
0,52;-12,73;-25,97;-38,53;-51,43;-64,16;-77,06
0,52;-12,73;-25,97;-38,53;-51,43;-64,16;-77,06
0,52;-12,73;-25,97;-38,53;-51,46;-64,16;-77,06
0,52;-12,73;-25,97;-38,53;-51,26;-64,13;-77,06
0,52;-12,73;-25,97;-38,53;-51,26;-64,33;-77,03
0,52;-12,73;-25,97;-38,53;-51,26;-64,33;-77,23
0,52;-12,73;-25,97;-38,53;-51,26;-64,33;-77,23
0,52;-12,73;-25,97;-38,53;-51,28;-64,33;-77,23
0,55;-12,73;-25,97;-38,53;-51,08;-64,33;-77,23
0,34;-12,73;-25,97;-38,53;-51,08;-64,33;-77,23
0,34;-12,73;-25,97;-38,53;-51,08;-64,33;-77,23
0,34;-12,73;-25,97;-38,53;-51,08;-64,33;-77,23
0,34;-12,73;-26,00;-38,56;-51,08;-64,33;-77,23
0,34;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,34;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,37;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,80;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,83;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,63;-38,36;-51,08;-64,33;-77,23
0,17;-12,76;-25,63;-38,36;-51,08;-64,33;-77,23
0,17;-12,56;-25,63;-38,36;-51,06;-64,33;-77,23
0,17;-12,56;-25,63;-38,36;-51,26;-64,33;-77,23
0,17;-12,56;-25,63;-38,36;-51,26;-64,33;-77,23
0,17;-12,56;-25,66;-38,36;-51,26;-64,33;-77,23
0,17;-12,53;-25,46;-38,36;-51,26;-64,33;-77,23
0,17;-12,73;-25,46;-38,38;-51,26;-64,33;-77,23
0,17;-12,73;-25,46;-38,18;-51,26;-64,33;-77,23
0,17;-12,73;-25,46;-38,18;-51,23;-64,33;-77,23
0,17;-12,76;-25,46;-38,18;-51,43;-64,33;-77,23
0,17;-12,53;-25,46;-38,18;-51,43;-64,33;-77,23
0,14;-12,73;-25,46;-38,16;-51,43;-64,33;-77,23
0,34;-12,73;-25,46;-38,36;-51,43;-64,33;-77,23
0,34;-12,73;-25,46;-38,36;-51,40;-64,33;-77,23
0,34;-12,73;-25,46;-38,36;-51,60;-64,33;-77,23
0,34;-12,73;-25,46;-38,36;-51,60;-64,33;-77,23
0,34;-12,73;-25,46;-38,36;-51,60;-64,33;-77,23
0,34;-12,73;-25,46;-38,36;-51,60;-64,33;-77,23
0,31;-12,73;-25,46;-38,36;-51,60;-64,33;-77,23
0,52;-12,73;-25,46;-38,36;-51,57;-64,33;-77,23
0,52;-12,73;-25,43;-38,36;-51,77;-64,33;-77,23
0,52;-12,73;-25,63;-38,36;-51,77;-64,33;-77,23
0,52;-12,73;-25,63;-38,36;-51,77;-64,33;
0,52;-12,73;-25,63;-38,36;-51,77;-64,33;
0,52;-12,73;-25,63;-38,36;-51,77;-64,33;
0,52;-12,73;-25,63;-38,36;-51,77;-64,33;
0,52;-12,73;-25,63;-38,36;-51,77;-64,36;
0,52;-12,73;-25,60;-38,33;-51,77;-64,16;
0,52;-12,73;-25,80;-38,53;-51,77;-64,16;
;;-25,80;-38,53;-51,77;-64,16;
;;-25,80;-38,53;-51,77;-64,16;
;;-25,80;-38,53;-51,77;-64,16;
;;-25,80;-38,53;-51,77;-64,16;
;;-25,80;-38,53;-51,77;-64,16;
;;-25,80;-38,53;-51,80;-64,16;
;;-25,77;-38,53;-51,60;-64,16;
;;-25,97;-38,53;-51,60;-64,16;
;;-25,97;-38,53;-51,60;-64,16;
;;-25,97;-38,53;-51,60;-64,16;
;;-25,97;-38,53;-51,60;-64,16;
;;-25,97;-38,53;-51,60;-64,16;
;;-25,97;-38,53;-51,63;-64,16;
;;-25,97;-38,53;-51,43;-64,16;
;;-25,97;-38,53;-51,43;-64,16;
;;-25,97;-38,53;-51,43;-64,16;
;;-25,97;-38,53;-51,46;-64,16;
;;-26,00;-38,53;-51,26;-64,16;
;;-25,80;-38,53;-51,26;-64,16;
;;-25,80;-38,53;-51,26;-64,16;
;;-25,80;-38,53;-51,26;-64,16;
;;-25,80;-38,53;-51,26;-64,16;
;;-25,80;-38,53;-51,28;-64,16;
;;-25,80;-38,53;-51,08;-64,16;
;;-25,83;-38,56;-51,08;-64,16;
;;-25,63;-38,36;-51,08;-64,13;
;;-25,63;-38,36;-51,08;-64,33;
;;-25,63;-38,36;-51,08;-64,33;
;;-25,63;;-51,08;-64,33;
;;-25,63;;-51,08;-64,33;
;;-25,63;;-51,08;-64,33;
;;-25,63;;-51,08;-64,33;
;;-25,66;;-51,08;-64,33;
;;-25,46;;-51,08;-64,33;
;;-25,46;;-51,08;-64,33;
;;-25,46;;-51,08;-64,33;
;;-25,46;;-51,08;-64,33;
;;-25,46;;-51,08;-64,33;
;;-25,46;;-51,08;-64,33;
;;-25,46;;-51,08;-64,33;
;;-25,46;;-51,06;-64,33;
;;-25,46;;-51,26;-64,33;
;;-25,46;;-51,26;-64,33;
;;-25,46;;-51,26;-64,33;
;;-25,46;;-51,26;;
;;-25,46;;-51,26;;
;;-25,46;;-51,23;;
;;-25,46;;-51,43;;
;;-25,46;;-51,43;;
;;-25,46;;-51,43;;
;;-25,43;;-51,43;;
;;-25,63;;-51,40;;
;;-25,63;;-51,60;;
;;-25,63;;-51,60;;
;;-25,63;;-51,60;;
;;-25,63;;-51,60;;
;;-25,63;;-51,60;;
;;-25,63;;-51,57;;
;;-25,63;;-51,77;;
;;-25,60;;-51,77;;
;;-25,80;;-51,77;;
;;-25,80;;-51,77;;
;;-25,80;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,80;;
;;;;-51,60;;
;;;;-51,60;;
;;;;-51,60;;
;;;;-51,60;;
;;;;-51,60;;
;;;;-51,60;;
;;;;-51,63;;
;;;;-51,43;;
;;;;-51,43;;
;;;;-51,43;;
;;;;-51,43;;
;;;;-51,46;;
;;;;-51,26;;
;;;;-51,26;;
;;;;-51,26;;
;;;;-51,26;;
;;;;-51,26;;
;;;;-51,28;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,08;;
;;;;-51,06;;
;;;;-51,26;;
;;;;-51,26;;
;;;;-51,26;;
;;;;-51,26;;
;;;;-51,26;;
;;;;-51,23;;
;;;;-51,43;;
;;;;-51,43;;
;;;;-51,43;;
;;;;-51,43;;
;;;;-51,40;;
;;;;-51,60;;
;;;;-51,60;;
;;;;-51,60;;
;;;;-51,60;;
;;;;-51,57;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
;;;;-51,77;;
