"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6"
-21,27;-45,18;-52,97;-18,85;-28,77;-99,61
-21,50;-43,74;-52,16;-19,93;-30,32;-98,35
-21,26;-42,48;-50,28;-21,78;-31,30;-97,37
-22,01;-41,68;-49,13;-22,23;-31,82;-96,17
-22,47;-39,73;-47,87;-23,55;-32,92;-94,96
-23,27;-38,82;-45,98;-25,51;-30,25;-93,81
-23,68;-37,50;-45,00;-25,15;-34,11;-92,39
-23,79;-35,78;-42,83;-28,03;-35,09;-91,24
-24,19;-35,04;-42,14;-28,77;-35,37;-89,81
-24,42;-32,86;-39,73;-30,84;-36,52;-88,66
-24,36;-32,06;-38,99;-32,16;-38,07;-87,28
-24,60;-30,22;-36,87;-33,65;-38,81;-85,91
-24,54;-28,91;-35,72;-35,43;-39,90;-84,53
-24,77;-27,36;-34,46;-36,86;-41,68;-83,16
-24,77;-25,70;-32,57;-38,87;-42,31;-81,78
-24,77;-24,73;-31,60;-40,30;-43,92;-80,41
-24,83;-22,54;-29,36;-42,25;-45,35;-79,03
-24,60;-21,87;-28,79;-43,92;-46,39;-77,66
-24,66;-19,45;-26,90;-45,87;-48,28;-76,28
-24,42;-18,54;-25,70;-47,59;-49,31;-74,96
-24,54;-17,22;-24,67;-49,20;-51,15;-73,31
-24,14;-15,50;-22,66;-51,49;-52,47;-72,21
-24,03;-14,76;-21,92;-52,59;-54,02;-70,56
-23,68;-12,51;-20,83;-55,05;-55,57;-69,41
-23,46;-11,77;-18,99;-56,43;-57,06;-68,03
-22,71;-10,69;-18,48;-58,67;-58,89;-66,60
-22,08;-8,84;-17,33;-60,11;-60,16;-65,46
-21,96;-8,34;-15,66;-62,05;-61,94;-63,97
-21,62;-7,19;-15,20;-63,78;-63,43;-63,05
-21,27;-5,51;-14,70;-65,50;-65,21;-61,62
-21,05;-5,12;-13,37;-67,27;-66,70;-60,36
-20,36;-4,32;-12,33;-68,77;-68,48;-59,44
-19,73;-3,23;-12,05;-70,55;-70,03;-57,95
-18,70;-2,31;-11,53;-72,10;-71,58;-56,87
-18,35;-1,56;-11,08;-73,70;-73,13;-56,06
-18,07;-1,04;-10,39;-75,02;-74,68;-55,09
-17,61;-0,53;-9,70;-76,62;-76,23;-53,72
-17,16;-0,01;-8,77;-78,06;-77,78;-53,03
-15,49;0,56;-8,77;-79,21;-79,38;-52,45
-14,85;0,97;-8,83;-80,64;-80,70;-51,42
-14,80;1,14;-8,60;-81,90;-82,31;-50,22
-14,34;1,31;-8,60;-82,93;-83,68;-49,71
-14,20;1,55;-8,54;-83,96;-85,06;-49,25
-11,66;1,55;-8,77;-84,99;-86,49;-48,56
-9,26;1,61;-8,77;-86,08;-87,69;-47,87
-11,53;1,44;-8,59;-86,99;-88,90;-47,07
-11,08;1,33;-9,05;-87,68;-90,10;-46,73
-10,99;0,98;-9,73;-88,37;-91,36;-46,38
-8,23;0,70;-10,42;-89,11;-92,39;-45,98
-6,55;0,18;-11,17;-89,63;-93,48;-45,81
-5,36;-0,33;-11,75;-90,19;-94,29;-45,64
-7,22;-0,85;-12,03;-90,54;-95,37;-45,46
-7,47;-1,30;-12,25;-90,94;-96,28;-45,29
-7,51;-1,93;-13,80;-91,11;-96,92;-45,06
-4,03;-2,73;-14,78;-91,33;-97,88;-45,01
-3,28;-3,88;-15,06;-91,33;-98,35;-45,24
-2,70;-4,57;-16,20;-91,38;-99,09;-45,18
-2,30;-4,95;-17,82;-91,21;-99,61;-45,35
-2,19;-6,69;-18,33;-91,04;-100,17;-45,47
-1,78;-7,90;-19,42;-90,97;-100,52;-45,87
-1,67;-7,93;-21,20;-90,41;-100,86;-45,98
-1,33;-10,07;-21,89;-90,11;-101,26;-46,33
-1,04;-11,39;-23,26;-89,65;-101,43;-46,61
-0,41;-11,95;-24,88;-88,96;-101,65;-47,02
-0,30;-13,92;-25,03;-88,27;-101,65;-47,93
0,17;-14,71;-27,68;-87,64;-101,65;-48,68
0,11;-16,55;-28,54;-86,83;-101,70;-49,19
0,34;-17,99;-30,09;-85,75;-101,53;-49,65
0,34;-19,01;-31,76;-85,00;-101,41;-50,17
0,34;-20,97;-32,79;-83,74;-101,07;-51,49
0,34;-21,71;-34,74;-82,76;-100,77;-52,41
0,41;-23,84;-35,42;-81,56;-100,26;-53,04
0,17;-24,87;-37,84;-80,41;-99,74;-53,73
0,30;-26,71;-38,58;-79,03;-99,23;-55,28
-0,11;-28,08;-40,65;-77,66;-98,81;-56,14
-0,22;-29,34;-41,97;-76,34;-97,90;-56,83
-0,57;-31,30;-43,52;-74,79;-97,27;-58,32
-0,91;-32,04;-45,24;-73,24;-96,41;-59,35
-1,31;-34,22;-45,99;-71,70;-95,60;-60,27
-1,49;-35,08;-48,16;-70,15;-94,57;-61,70
-1,54;-36,69;-48,97;-68,66;-93,54;-62,91
-2,05;-38,18;-50,86;-66,94;-92,56;-64,06
-2,63;-38,98;-52,07;-65,22;-91,35;-65,49
-2,79;-40,94;-53,10;-63,56;-90,15;-66,64
-3,71;-41,97;-55,10;-61,56;-88,95;-68,02
-4,46;-42,89;-55,74;-60,18;-87,75;-69,40
-5,10;-44,43;-57,40;-57,95;-86,60;-70,77
-5,15;-45,24;-58,72;-56,63;-85,22;-72,15
-5,67;-46,21;-59,47;-54,06;-83,85;-73,53
-5,94;-47,53;-60,73;-53,19;-82,52;-74,90
-6,78;-48,45;-61,76;-50,68;-80,92;-76,28
-10,11;-49,08;-62,85;-49,58;-79,60;-77,66
-8,88;-49,94;-63,71;-47,07;-78,06;-79,03
-8,93;-50,86;-64,62;-45,92;-76,46;-80,41
-9,27;-51,60;-65,26;-43,69;-75,19;-81,79
-9,63;-52,18;-66,23;-42,25;-73,36;-83,17
-13,41;-52,46;-66,69;-40,25;-72,10;-84,54
-14,10;-53,04;-67,43;-38,82;-70,32;-85,92
-14,52;-53,32;-67,95;-36,75;-68,78;-87,35
-12,60;-53,95;-68,52;-35,61;-67,28;-88,50
-12,68;-54,12;-68,86;-33,20;-65,51;-89,93
-16,62;-54,30;-69,26;-33,04;-63,96;-91,14
-17,36;-54,58;-69,43;-27,97;-62,47;-92,29
-18,60;-54,35;-69,61;-29,66;-60,64;-93,72
-16,45;-54,41;-69,83;-26,90;-59,44;-94,98
-15,66;-54,29;-69,89;-26,33;-57,38;-95,96
-19,37;-54,00;-69,66;-26,18;-56,17;-97,21
-20,06;-53,43;-69,77;-20,97;-54,06;-98,19
-20,87;-53,14;-69,37;-22,72;-52,97;-99,45
-21,21;-52,57;-69,25;-22,51;-51,42;-100,53
-21,61;-52,28;-68,96;-17,41;-49,76;-101,34
-21,90;-51,83;-68,39;-19,50;-48,78;-102,43
-21,26;-51,31;-68,16;-18,99;-46,61;-103,29
-22,70;-49,93;-67,47;-18,39;-45,75;-104,15
-23,27;-49,25;-66,78;-13,91;-44,09;-105,06
-23,62;-48,67;-66,10;-16,12;-42,83;-105,70
-24,02;-47,70;-65,46;-15,77;-42,03;-106,61
-24,19;-46,38;-64,60;-15,49;-40,02;-107,35
-24,36;-45,58;-63,74;-14,91;-39,16;-107,86
-24,54;-44,72;-62,94;-14,57;-38,53;-108,38
-24,77;-42,94;-61,96;-14,52;-36,70;-108,90
-24,77;-42,20;-60,70;-13,32;-36,01;-109,46
-24,77;-41,11;-59,67;-11,21;-35,44;-109,81
-24,77;-39,39;-58,81;-12,89;-34,40;-110,15
-24,77;-38,59;-57,09;-13,47;-33,20;-110,55
-24,77;-36,64;-56,06;-13,81;-32,68;-110,72
-24,83;-35,72;-55,26;-14,10;-32,17;-110,89
-24,66;-34,46;-53,31;-14,61;-31,71;-111,11
-24,42;-32,57;-52,51;-15,19;-31,08;-111,11
-24,48;-31,60;-50,62;-15,53;-30,10;-111,11
-24,37;-29,42;-49,47;-16,36;-29,47;-111,16
-24,03;-28,62;-48,15;-14,06;-29,30;-110,99
-23,68;-26,73;-46,55;-17,19;-29,07;-110,82
-23,46;-25,64;-45,35;-18,34;-29,13;-110,70
-22,77;-24,10;-43,17;-19,26;-28,90;-110,35
-21,96;-22,43;-42,43;-18,55;-28,90;-110,01
-21,56;-21,47;-40,31;-20,97;-28,90;-109,72
-21,39;-19,28;-39,22;-22,24;-28,84;-109,20
-21,27;-18,43;-37,67;-21,99;-29,07;-108,68
-21,05;-16,76;-36,01;-24,35;-29,01;-108,22
-20,36;-15,56;-35,04;-25,74;-29,12;-107,53
-19,97;-14,53;-32,86;-25,95;-29,47;-106,84
-17,83;-12,51;-32,12;-28,37;-29,69;-106,16
-18,18;-11,83;-29,94;-29,11;-30,32;-105,52
-17,84;-10,46;-29,08;-31,24;-31,30;-104,66
-17,61;-8,90;-27,47;-32,21;-31,82;-103,80
-17,10;-8,17;-25,98;-34,22;-32,33;-102,99
-16,08;-6,96;-25,25;-35,77;-32,67;-101,96
-13,52;-5,58;-23,00;-37,26;-33,71;-100,93
-14,57;-4,89;-22,20;-38,98;-34,86;-99,90
-14,34;-4,32;-21,41;-40,71;-35,54;-98,87
-13,72;-3,23;-19,33;-42,43;-35,94;-97,89
-13,58;-2,25;-18,76;-44,15;-37,67;-96,68
-9,09;-1,73;-17,91;-45,81;-38,76;-95,48
-11,30;-1,22;-16,00;-47,82;-39,39;-94,28
-11,02;-0,70;-15,55;-49,20;-41,11;-93,07
-10,62;-0,12;-14,98;-51,44;-42,08;-91,92
-10,49;0,16;-14,01;-52,82;-43,17;-90,50
-6,11;0,80;-12,50;-55,05;-44,89;-89,34
-7,74;0,97;-12,22;-56,43;-45,70;-87,97
-7,86;1,14;-11,71;-58,72;-47,53;-86,60
-7,64;1,38;-11,19;-59,88;-48,91;-85,22
-6,89;1,44;-10,73;-62,11;-50,17;-83,85
-6,62;1,27;-10,05;-63,60;-52,07;-82,47
-5,11;1,09;-9,24;-65,33;-53,05;-81,10
-4,71;0,98;-8,77;-67,10;-55,16;-79,72
-4,53;0,64;-8,83;-68,60;-56,14;-78,35
-4,42;0,36;-8,54;-70,37;-58,21;-76,97
-4,08;-0,16;-8,83;-71,98;-59,47;-75,60
-3,73;-0,68;-8,60;-73,30;-61,25;-74,22
-3,39;-1,19;-8,60;-74,90;-62,80;-72,85
-3,05;-1,59;-8,48;-76,28;-64,29;-71,47
-2,64;-2,38;-8,76;-77,66;-66,07;-70,04
-2,53;-3,48;-9,22;-79,09;-67,62;-68,89
-2,13;-4,46;-9,97;-80,29;-69,17;-67,46
-1,95;-4,73;-10,48;-81,55;-70,72;-66,32
-1,72;-5,94;-11,00;-82,58;-72,21;-64,89
-1,72;-7,26;-11,58;-83,62;-74,04;-63,68
-1,72;-8,06;-11,74;-84,65;-75,37;-62,53
-1,72;-8,91;-12,54;-85,79;-76,92;-61,05
-1,66;-10,71;-13,63;-86,42;-78,52;-60,02
-1,89;-11,38;-14,55;-87,34;-79,84;-59,10
-1,83;-12,70;-15,12;-88,08;-81,44;-57,61
-1,94;-14,49;-16,09;-88,54;-82,82;-56,47
-2,29;-14,99;-17,42;-89,33;-84,25;-55,89
-2,63;-17,13;-18,28;-89,68;-85,40;-55,31
-2,97;-18,27;-18,84;-90,02;-86,83;-51,95
-3,32;-19,59;-20,86;-90,42;-88,04;-52,86
-3,66;-21,26;-21,54;-90,59;-89,24;-52,28
-4,01;-22,28;-22,92;-90,82;-90,50;-51,87
-4,35;-24,18;-24,47;-90,82;-91,53;-47,53
-4,82;-25,15;-24,98;-90,82;-92,57;-49,48
-4,57;-27,34;-27,11;-90,92;-93,60;-49,19
-5,20;-28,14;-28,25;-90,52;-94,68;-48,73
-6,12;-29,98;-29,57;-90,41;-95,54;-48,21
-6,87;-31,41;-31,30;-90,11;-96,46;-47,29
-7,39;-32,38;-31,98;-89,60;-97,14;-43,98
-8,08;-34,63;-34,40;-89,08;-97,83;-46,32
-7,84;-35,14;-35,14;-88,67;-98,57;-46,15
-8,35;-37,26;-37,26;-87,76;-99,09;-45,98
-9,73;-38,53;-38,35;-87,12;-99,61;-45,81
-10,48;-39,39;-39,90;-86,26;-100,17;-45,58
-11,06;-41,11;-41,57;-85,46;-100,52;-45,58
-11,52;-42,08;-42,54;-84,43;-100,91;-45,58
-10,98;-43,29;-44,72;-83,40;-101,08;-45,58
-12,77;-44,61;-45,47;-82,42;-101,31;-45,52
-13,69;-45,41;-47,65;-81,21;-101,26;-45,75
-14,50;-46,39;-48,51;-80,06;-101,53;-45,64
-15,08;-47,70;-50,06;-78,69;-101,31;-46,04
-14,02;-48,68;-51,78;-77,31;-101,41;-46,21
-16,04;-49,08;-52,64;-75,94;-101,02;-46,38
-16,96;-49,94;-54,36;-74,62;-100,89;-46,33
-17,77;-50,86;-55,34;-73,07;-100,55;-47,19
-18,23;-51,66;-56,48;-71,53;-100,26;-48,16
-18,11;-52,00;-57,97;-70,03;-99,74;-48,68
-18,04;-52,35;-59,01;-68,26;-99,28;-49,25
-19,89;-52,64;-59,98;-66,77;-98,59;-49,43
-20,69;-53,21;-61,30;-65,05;-97,90;-50,23
-21,04;-53,61;-62,16;-63,39;-97,22;-51,32
-21,80;-53,78;-63,02;-61,39;-96,58;-52,23
-20,88;-53,95;-63,88;-60,01;-95,77;-52,87
-19,71;-54,24;-64,80;-57,72;-94,69;-53,61
-19,87;-54,06;-65,48;-56,63;-93,88;-54,93
-22,64;-53,89;-66,17;-54,11;-92,85;-55,79
-23,39;-53,78;-66,92;-52,96;-91,87;-56,48
-24,02;-53,43;-67,43;-50,68;-90,67;-57,97
-24,19;-53,09;-68,00;-49,58;-89,46;-59,01
-24,36;-52,74;-68,35;-47,07;-88,26;-59,98
-24,60;-52,46;-68,75;-45,92;-87,11;-61,19
-24,71;-52,00;-68,92;-43,63;-85,68;-62,39
-24,72;-51,37;-69,09;-42,48;-84,59;-63,54
-22,76;-50,51;-69,32;-40,19;-82,99;-64,97
-23,40;-49,59;-69,32;-38,99;-81,61;-66,12
-22,70;-48,90;-69,37;-36,93;-80,29;-67,56
-22,70;-48,44;-69,20;-35,73;-78,69;-68,71
-22,59;-46,90;-69,03;-33,60;-77,37;-70,08
-22,81;-46,04;-68,91;-32,63;-75,82;-71,46
-23,80;-45,35;-68,62;-30,45;-74,28;-72,84
-23,39;-43,92;-68,05;-29,60;-72,78;-74,22
-24,08;-42,66;-67,82;-27,99;-71,01;-75,65
-24,14;-41,80;-67,07;-26,50;-69,46;-76,74
-24,03;-40,08;-66,61;-25,70;-67,92;-78,40
-24,33;-39,10;-65,92;-23,63;-66,42;-79,55
-21,62;-38,07;-65,29;-23,06;-64,65;-80,93
-20,65;-36,12;-64,43;-22,15;-63,16;-82,31
-20,13;-35,32;-63,57;-20,59;-61,33;-83,68
-19,56;-33,43;-62,77;-19,61;-60,01;-85,06
-19,09;-32,29;-61,79;-19,22;-58,52;-86,49
-18,61;-31,03;-60,48;-18,48;-56,69;-87,64
-21,00;-29,13;-59,73;-17,10;-55,43;-89,07
-19,52;-28,11;-58,58;-16,23;-53,54;-90,22
-17,50;-26,21;-57,09;-16,18;-52,56;-91,65
-16,52;-25,19;-56,12;-15,60;-50,39;-92,86
-15,64;-23,29;-55,03;-15,26;-49,59;-94,06
-16,10;-22,15;-53,31;-14,91;-47,70;-95,32
-17,69;-20,83;-52,45;-14,51;-46,49;-96,30
-15,74;-19,17;-50,85;-14,28;-45,46;-97,56
-13,66;-18,14;-49,47;-14,28;-43,46;-98,59
-12,79;-16,18;-48,21;-14,28;-42,71;-99,62
-12,07;-15,27;-46,27;-14,22;-41,62;-100,66
-14,23;-13,90;-45,58;-14,33;-39,79;-101,74
-14,09;-12,34;-43,11;-14,67;-39,22;-102,60
-10,39;-11,72;-42,54;-14,96;-38,36;-103,46
-9,52;-10,06;-40,77;-15,53;-36,47;-104,37
-8,80;-8,67;-39,10;-15,94;-36,01;-105,01
-10,85;-8,17;-38,13;-16,05;-35,44;-105,92
-11,11;-6,96;-35,95;-15,97;-34,46;-106,66
-7,76;-5,58;-35,90;-17,76;-32,97;-107,12
-6,55;-4,95;-30,26;-18,74;-32,68;-107,86
-5,24;-4,09;-32,29;-19,20;-32,17;-108,38
-7,69;-3,23;-30,11;-19,59;-31,71;-108,95
-7,41;-2,25;-29,19;-21,37;-31,02;-109,29
-7,07;-1,73;-28,64;-22,35;-30,28;-109,63
-6,53;-1,22;-23,15;-22,34;-29,64;-109,98
-3,39;-0,70;-25,95;-24,76;-29,47;-110,37
-2,37;-0,12;-21,51;-25,73;-29,30;-110,60
-4,47;0,22;-20,69;-26,76;-29,07;-110,55
-4,59;0,63;-22,40;-28,77;-29,07;-110,77
-4,25;0,80;-17,30;-29,22;-29,07;-110,77
-3,85;1,03;-18,41;-31,58;-29,07;-110,77
-3,73;1,03;-18,85;-32,55;-29,01;-110,82
-3,39;1,09;-14,87;-34,62;-29,18;-110,65
-3,05;0,92;-12,70;-35,88;-29,35;-110,52
-2,64;0,75;-15,03;-37,66;-29,41;-110,18
-2,47;0,64;-15,18;-39,16;-29,92;-109,84
-2,30;0,36;-11,31;-40,88;-30,38;-109,49
-2,06;-0,22;-10,27;-42,60;-31,07;-109,20
-2,06;-0,50;-9,26;-44,32;-31,88;-108,68
-2,06;-1,02;-11,47;-45,99;-32,16;-108,22
-2,00;-1,47;-11,13;-47,99;-32,50;-107,48
-2,24;-2,04;-10,91;-49,37;-33,53;-107,02
-2,17;-3,13;-10,76;-51,61;-34,68;-106,38
-2,35;-4,06;-7,92;-53,05;-35,37;-105,47
-2,46;-4,80;-7,28;-55,05;-35,83;-104,83
-2,86;-4,95;-7,05;-56,43;-37,26;-103,97
-2,97;-6,69;-7,05;-58,67;-38,64;-103,11
-3,32;-7,90;-7,05;-60,16;-39,04;-102,30
-3,66;-7,99;-6,99;-61,88;-40,71;-101,27
-4,01;-9,90;-6,98;-63,60;-42,03;-100,24
-4,41;-11,22;-7,12;-65,38;-42,60;-99,21
-4,58;-11,78;-9,91;-66,88;-44,55;-98,23
-4,63;-13,74;-10,72;-68,65;-45,47;-96,98
-5,09;-14,66;-11,00;-70,20;-46,73;-96,00
-5,78;-15,97;-12,24;-71,81;-48,68;-94,79
-6,46;-17,70;-10,09;-73,13;-49,43;-93,59
-7,27;-18,50;-9,23;-74,73;-51,61;-92,44
-7,62;-20,34;-13,05;-76,11;-52,41;-91,01
-8,33;-21,71;-14,21;-77,54;-54,19;-89,81
-6,67;-23,03;-15,62;-78,74;-55,74;-88,66
-9,16;-24,64;-12,61;-79,95;-57,29;-87,28
-10,14;-25,96;-16,67;-81,15;-58,89;-85,85
-10,65;-27,62;-17,82;-82,41;-60,16;-84,70
-11,35;-28,65;-18,33;-83,44;-61,94;-83,33
-10,99;-30,55;-19,42;-84,53;-63,49;-81,95
-12,02;-31,64;-21,20;-85,39;-65,04;-80,58
-13,18;-33,25;-21,89;-86,30;-66,53;-79,20
-13,92;-34,68;-23,26;-86,99;-68,36;-77,83
-14,56;-35,77;-24,82;-87,68;-69,63;-76,46
-14,55;-37,44;-25,32;-88,42;-71,41;-75,08
-15,12;-38,58;-27,51;-88,99;-72,96;-73,71
-16,27;-39,96;-28,37;-89,28;-74,56;-72,33
-17,02;-41,51;-29,98;-89,90;-75,88;-70,90
-17,60;-42,20;-31,41;-90,08;-77,43;-69,75
-18,12;-43,69;-32,38;-90,25;-79,03;-68,32
-17,47;-44,78;-34,57;-90,47;-80,41;-67,17
-18,73;-45,58;-35,31;-90,47;-81,79;-65,74
-19,95;-46,56;-37,44;-90,47;-83,17;-64,54
-20,52;-47,93;-38,52;-90,58;-84,54;-63,34
-20,87;-48,62;-40,07;-90,18;-85,97;-62,14
-21,21;-49,31;-41,74;-90,11;-87,18;-60,88
-21,73;-49,88;-42,77;-89,55;-88,38;-59,85
-21,20;-51,09;-44,72;-89,25;-89,59;-58,93
-22,12;-51,60;-45,53;-88,79;-90,85;-57,38
-22,93;-52,18;-47,36;-88,10;-91,88;-56,52
-23,27;-52,58;-48,74;-87,42;-92,96;-55,78
-23,62;-52,69;-50,12;-86,78;-93,77;-54,46
-24,02;-53,04;-51,61;-85,92;-94,86;-53,54
-24,19;-53,44;-52,47;-85,11;-95,77;-52,86
-24,42;-53,66;-54,13;-84,08;-96,46;-52,28
-24,36;-53,61;-55,39;-83,05;-97,14;-51,19
-24,60;-53,89;-56,31;-82,07;-97,88;-50,22
-24,60;-53,72;-57,80;-80,87;-98,35;-49,71
-24,60;-53,60;-58,83;-79,72;-99,14;-49,19
-24,60;-53,20;-59,87;-78,35;-99,48;-48,73
-24,60;-53,09;-60,90;-76,97;-99,83;-48,10
-24,66;-52,74;-61,99;-75,60;-100,17;-47,13
-24,48;-52,40;-62,85;-74,28;-100,57;-46,50
-24,25;-52,17;-63,76;-72,73;-100,74;-46,32
-24,37;-51,48;-64,40;-71,18;-100,96;-46,10
-23,97;-50,85;-65,37;-69,64;-100,96;-46,15
-23,85;-49,93;-65,83;-68,14;-101,02;-45,98
-23,63;-49,25;-66,57;-66,42;-100,79;-45,75
-22,88;-48,67;-67,09;-64,65;-100,89;-45,75
-22,37;-47,70;-67,66;-63,22;-100,50;-45,75
-21,73;-46,32;-68,00;-61,21;-100,38;-45,75
-21,56;-45,75;-68,40;-59,83;-100,09;-45,70
-21,45;-44,89;-68,57;-57,55;-99,52;-45,87
-21,10;-43,11;-68,75;-56,40;-99,28;-46,10
-20,88;-42,37;-68,97;-54,17;-98,54;-46,44
-20,19;-41,28;-69,03;-52,79;-98,07;-45,12
-19,56;-39,50;-68,80;-50,50;-97,44;-44,03
-18,46;-38,87;-68,85;-49,36;-96,53;-47,24
-18,41;-37,27;-68,74;-47,12;-95,89;-47,93
-17,90;-35,84;-68,39;-45,75;-95,08;-48,73
-17,44;-34,81;-68,05;-43,46;-94,05;-49,14
-16,87;-32,86;-67,76;-42,25;-93,02;-49,65
-15,66;-32,06;-67,24;-40,25;-91,99;-47,60
-15,08;-30,22;-66,78;-38,82;-91,01;-50,92
-14,74;-28,85;-66,10;-36,70;-89,76;-52,12
-14,58;-27,53;-65,41;-35,78;-88,83;-53,03
-13,72;-25,87;-64,78;-33,37;-87,40;-51,21
-12,86;-24,90;-63,92;-32,63;-86,25;-54,53
-11,76;-22,72;-63,06;-30,45;-84,88;-55,73
-11,71;-21,92;-62,20;-29,60;-83,50;-56,02
-11,19;-20,02;-61,45;-27,99;-82,13;-57,17
-10,79;-18,82;-60,19;-26,50;-80,81;-58,72
-10,54;-17,80;-59,16;-25,64;-79,20;-59,47
-6,63;-15,84;-58,24;-23,86;-77,88;-60,67
-8,32;-14,99;-56,75;-23,00;-76,34;-61,88
-8,27;-13,32;-55,78;-22,38;-74,79;-63,08
-7,75;-12,00;-54,68;-20,53;-73,19;-64,29
-7,30;-11,38;-52,91;-19,85;-71,92;-65,44
-7,28;-9,59;-52,34;-19,16;-70,15;-66,81
-3,97;-8,79;-50,45;-18,59;-68,60;-68,24
-3,33;-7,82;-49,30;-17,50;-67,06;-69,40
-2,61;-6,56;-48,04;-16,46;-65,51;-70,77
-4,53;-5,34;-46,09;-16,12;-63,96;-72,20
-4,42;-4,95;-45,35;-15,77;-62,47;-73,35
-4,02;-4,09;-43,17;-15,43;-60,64;-74,73
-3,91;-3,23;-42,37;-15,02;-59,44;-76,11
-3,56;-2,25;-40,54;-14,85;-57,32;-77,49
-3,34;-1,73;-39,16;-14,68;-56,29;-78,86
-3,08;-1,22;-37,90;-14,45;-54,46;-80,24
-0,58;-0,64;-35,95;-14,45;-53,08;-81,62
-0,41;-0,30;-35,27;-14,33;-51,88;-82,99
-0,23;0,05;-32,80;-14,73;-49,65;-84,42
0,00;0,45;-32,23;-14,84;-49,18;-85,58
0,00;0,63;-30,40;-15,19;-46,72;-86,95
0,06;0,86;-28,90;-15,53;-45,98;-88,38
-0,17;0,86;-28,17;-15,88;-44,95;-89,59
-0,11;0,92;-25,92;-16,10;-42,89;-90,74
-0,22;0,75;-25,24;-16,67;-42,48;-92,17
-0,57;0,64;-23,87;-17,76;-40,82;-93,37
-0,97;0,30;-22,31;-18,74;-39,45;-94,63
-1,08;-0,05;-21,69;-19,08;-38,87;-95,61
-1,49;-0,33;-19,91;-19,99;-37,96;-96,87
-1,66;-0,85;-19,05;-21,55;-36,29;-97,90
-1,83;-1,36;-18,25;-22,47;-35,89;-98,93
-1,94;-1,76;-17,27;-22,80;-35,03;-99,97
-2,29;-2,62;-15,83;-24,76;-34,23;-101,05
-2,57;-3,48;-15,38;-25,67;-33,03;-101,91
-2,96;-4,46;-14,81;-26,99;-32,45;-102,77
-3,88;-4,79;-14,02;-28,72;-32,17;-103,63
-4,69;-5,70;-11,58;-29,46;-31,65;-104,49
-5,04;-7,26;-12,16;-31,64;-31,19;-105,40
-5,38;-8,12;-11,82;-32,38;-30,45;-106,09
-5,60;-8,74;-11,53;-34,45;-29,93;-106,83
-6,23;-10,47;-10,96;-35,65;-29,30;-107,35
-7,09;-11,51;-10,67;-37,72;-29,01;-107,86
-8,07;-12,30;-10,10;-38,93;-29,24;-108,38
-8,71;-14,32;-9,81;-40,88;-29,30;-108,95
-8,76;-14,88;-9,66;-42,60;-29,13;-109,29
-9,16;-16,78;-7,63;-44,38;-29,01;-109,63
-9,96;-17,99;-6,79;-45,81;-28,79;-110,03
-10,81;-19,01;-8,93;-47,76;-27,33;-110,20
-13,08;-20,97;-9,45;-49,43;-29,12;-110,37
-12,26;-21,71;-10,03;-51,44;-30,04;-110,60
-12,49;-23,84;-10,31;-52,87;-30,78;-110,60
-12,99;-24,92;-10,89;-54,88;-31,30;-110,60
-13,72;-26,53;-11,17;-56,26;-31,88;-110,65
-17,32;-27,97;-11,81;-58,55;-32,80;-110,47
-17,21;-29,00;-12,52;-59,76;-29,96;-110,30
-15,64;-30,89;-9,57;-61,71;-33,53;-110,18
-16,04;-31,92;-13,46;-63,49;-34,68;-109,84
-16,24;-33,82;-14,44;-64,98;-35,60;-109,49
-19,71;-35,03;-15,56;-66,76;-34,97;-109,20
-20,46;-36,11;-12,79;-68,31;-37,15;-108,68
-21,10;-37,84;-16,84;-69,86;-38,24;-108,17
-21,92;-38,70;-18,11;-71,41;-38,98;-107,65
-19,55;-40,42;-18,10;-73,01;-40,13;-107,19
-19,54;-41,51;-19,42;-74,39;-41,68;-106,50
-19,81;-42,14;-21,50;-75,76;-42,37;-105,86
-21,94;-43,86;-20,73;-77,14;-43,75;-104,95
-23,45;-45,01;-23,26;-78,57;-45,24;-104,32
-23,79;-45,53;-25,47;-79,83;-46,04;-103,51
-24,19;-46,79;-22,78;-80,81;-47,93;-102,42
-24,36;-47,93;-27,57;-82,07;-49,03;-101,62
-24,54;-48,62;-28,14;-83,10;-50,58;-100,53
-24,77;-49,25;-29,98;-84,19;-52,24;-99,73
-24,71;-50,17;-32,11;-85,05;-53,27;-98,75
-24,94;-50,86;-29,67;-85,96;-55,11;-97,49
-24,94;-51,66;-34,98;-86,65;-56,37;-96,51
-25,00;-52,00;-32,83;-87,34;-58,21;-95,31
-24,77;-52,35;-37,26;-88,08;-59,47;-94,10
-24,77;-52,75;-38,35;-88,65;-61,25;-92,90
-24,83;-52,86;-39,90;-88,94;-62,80;-91,70
-24,66;-53,26;-41,68;-89,56;-64,35;-90,55
-24,48;-53,49;-42,08;-89,73;-65,90;-89,12
-24,31;-53,49;-44,72;-89,90;-67,45;-87,97
-24,26;-53,49;-45,53;-90,13;-68,94;-86,60
-23,68;-53,60;-47,42;-90,13;-70,72;-85,22
-23,40;-53,20;-48,57;-90,18;-72,27;-83,79
-23,00;-53,09;-49,89;-90,01;-73,87;-82,64
-21,84;-52,69;-51,66;-89,84;-75,19;-81,27
-21,96;-52,57;-52,24;-89,72;-76,80;-79,89
-21,56;-52,28;-54,13;-89,43;-78,12;-78,52
